"bfi_1"	"bfi_2"	"bfi_3"	"bfi_4"	"bfi_5"	"bfi_6"	"bfi_7"	"bfi_8"	"bfi_9"	"bfi_10"	"bfi_11"	"bfi_12"	"bfi_13"	"bfi_14"	"bfi_15"	"bfi_16"	"bfi_17"	"bfi_18"	"bfi_19"	"bfi_20"	"bfi_21"	"bfi_22"	"bfi_23"	"bfi_24"	"bfi_25"	"bfi_26"	"bfi_27"	"bfi_28"	"bfi_29"	"bfi_30"	"bfi_31"	"bfi_32"	"bfi_33"	"bfi_34"	"bfi_35"	"bfi_36"	"bfi_37"	"bfi_38"	"bfi_39"	"bfi_40"	"bfi_41"	"bfi_42"	"bfi_43"	"bfi_44"	"AgainstAbortion"	"AgainstGayMarriage"	"AgainstUniversalHealthcare"	"AgainstTaxingTheRich"	"ConservativeIdeology"	"PoliticalInterest"	"Vote"	"YearOfBirth"	"Gender"	"Race"	"EducationLevel"	"IncomeLevel"	"State"
"disagree a little"	"disagree strongly "	"agree a little"	"agree a little"	"agree strongly"	"agree a little"	"agree strongly"	"disagree a little"	"agree a little"	"agree strongly"	"neither agree nor disagree"	"disagree strongly "	"agree strongly"	"agree a little"	"agree strongly"	"agree a little"	"agree strongly"	"agree a little"	"agree a little"	"agree strongly"	"neither agree nor disagree"	"agree a little"	"disagree strongly "	"agree strongly"	"agree strongly"	"agree strongly"	"disagree strongly "	"agree a little"	"disagree a little"	"agree strongly"	"disagree strongly "	"agree strongly"	"agree a little"	"agree a little"	"disagree strongly "	"agree a little"	"disagree strongly "	"agree strongly"	"disagree a little"	"agree strongly"	"disagree strongly "	"neither agree nor disagree"	"disagree a little"	"agree a little"	"abortion should only be legal in special circumstances."	"somewhat favor"	"health insurance should be voluntary"	"strongly oppose"	"very conservative"	"very much interested"	"i voted for john mccain"	1930	"male"	"white"	"2 year college"	"$150,000 or more"	"california"
"neither agree nor disagree"	"disagree a little"	"agree a little"	"disagree strongly "	"disagree a little"	"agree a little"	"neither agree nor disagree"	"disagree strongly "	"neither agree nor disagree"	"neither agree nor disagree"	"neither agree nor disagree"	"disagree strongly "	"agree a little"	"agree a little"	"neither agree nor disagree"	"disagree a little"	"agree a little"	"disagree a little"	"disagree a little"	"disagree a little"	"agree a little"	"agree strongly"	"disagree strongly "	"agree a little"	"disagree a little"	"neither agree nor disagree"	"disagree a little"	"agree a little"	"disagree a little"	"neither agree nor disagree"	"agree a little"	"agree a little"	"neither agree nor disagree"	"neither agree nor disagree"	"neither agree nor disagree"	"agree a little"	"disagree strongly "	"neither agree nor disagree"	"neither agree nor disagree"	"agree a little"	"neither agree nor disagree"	"agree a little"	"neither agree nor disagree"	"neither agree nor disagree"	"abortion should be legal with some restrictions."	"strongly favor"	"health insurance should be voluntary"	"strongly favor"	"liberal"	"very much interested"	"i voted for barack obama"	1936	"female"	"white"	"2 year college"	"$25,000 - $29,999"	"florida"
"agree strongly"	"agree a little"	"agree a little"	"disagree strongly "	"agree a little"	"agree a little"	"neither agree nor disagree"	"neither agree nor disagree"	"agree a little"	"agree strongly"	"disagree a little"	"disagree strongly "	"agree strongly"	"disagree a little"	"neither agree nor disagree"	"neither agree nor disagree"	"agree a little"	"disagree strongly "	"neither agree nor disagree"	"agree strongly"	"neither agree nor disagree"	"agree strongly"	"disagree a little"	"agree strongly"	"agree a little"	"neither agree nor disagree"	"neither agree nor disagree"	"agree strongly"	"disagree a little"	"agree strongly"	"neither agree nor disagree"	"agree a little"	"agree a little"	"agree strongly"	"agree a little"	"disagree a little"	"disagree strongly "	"agree a little"	"disagree strongly "	"agree strongly"	"disagree strongly "	"agree a little"	"agree a little"	"neither agree nor disagree"	"abortion should be illegal. it should never be allowed."	"strongly favor"	"health insurance should be voluntary"	"strongly oppose"	"conservative"	"somewhat interested"	"i voted for john mccain"	1946	"female"	"white"	"college graduate"	"$50,000 - $59,999"	"florida"
"agree a little"	"neither agree nor disagree"	"agree a little"	"disagree strongly "	"agree a little"	"neither agree nor disagree"	"agree strongly"	"disagree strongly "	"agree strongly"	"agree strongly"	"agree strongly"	"disagree strongly "	"agree strongly"	"neither agree nor disagree"	"agree strongly"	"agree strongly"	"agree strongly"	"disagree strongly "	"disagree a little"	"agree strongly"	"neither agree nor disagree"	"agree a little"	"disagree strongly "	"agree strongly"	"agree strongly"	"agree a little"	"disagree strongly "	"agree strongly"	"disagree strongly "	"neither agree nor disagree"	"disagree strongly "	"agree strongly"	"agree strongly"	"agree strongly"	"agree a little"	"agree strongly"	"disagree strongly "	"agree strongly"	"disagree strongly "	"agree strongly"	"neither agree nor disagree"	"agree strongly"	"disagree strongly "	"neither agree nor disagree"	"abortion should only be legal in special circumstances."	"strongly oppose"	"health insurance should be voluntary"	"somewhat oppose"	"very conservative"	"very much interested"	"i voted for john mccain"	1948	"female"	"white"	"high school graduate"	"$70,000 - $79,999"	"oregon"
"agree a little"	"agree a little"	"agree a little"	"agree a little"	"agree a little"	"agree a little"	"agree a little"	"agree a little"	"agree a little"	"agree a little"	"disagree a little"	"agree a little"	"agree a little"	"agree a little"	"agree a little"	"agree a little"	"agree a little"	"agree a little"	"agree a little"	"agree a little"	"agree a little"	"agree a little"	"agree a little"	"agree a little"	"agree a little"	"agree a little"	"agree a little"	"agree a little"	"agree a little"	"agree a little"	"agree a little"	"agree a little"	"agree a little"	"agree a little"	"agree a little"	"agree a little"	"agree a little"	"agree a little"	"agree a little"	"agree a little"	"agree a little"	"agree a little"	"agree a little"	"agree a little"	"abortion should always be legal."	"somewhat oppose"	"health insurance should be voluntary"	"strongly oppose"	"very conservative"	"very much interested"	"i voted for john mccain"	1960	"female"	"white"	"college graduate"	"$70,000 - $79,999"	"new mexico"
"neither agree nor disagree"	"disagree a little"	"disagree a little"	"disagree strongly "	"neither agree nor disagree"	"disagree a little"	"agree a little"	"agree a little"	"disagree strongly "	"agree strongly"	"neither agree nor disagree"	"disagree a little"	"agree a little"	"agree strongly"	"agree a little"	"disagree a little"	"neither agree nor disagree"	"agree a little"	"agree a little"	"agree a little"	"disagree a little"	"agree a little"	"agree a little"	"disagree a little"	"disagree a little"	"neither agree nor disagree"	"disagree strongly "	"disagree a little"	"agree a little"	"agree strongly"	"agree a little"	"agree a little"	"neither agree nor disagree"	"disagree strongly "	"agree a little"	"disagree a little"	"disagree a little"	"agree a little"	"agree a little"	"disagree a little"	"disagree strongly "	"agree strongly"	"agree a little"	"disagree a little"	"abortion should be legal with some restrictions."	"somewhat favor"	"health insurance should be voluntary"	"strongly oppose"	"conservative"	"very much interested"	"i voted for john mccain"	1942	"male"	"white"	"post-grad"	"$80,000 - $99,999"	"new jersey"
"agree strongly"	"agree a little"	"agree strongly"	"disagree strongly "	"agree strongly"	"disagree a little"	"agree strongly"	"disagree strongly "	"disagree a little"	"agree strongly"	"agree strongly"	"disagree strongly "	"agree strongly"	"agree a little"	"agree a little"	"agree strongly"	"agree strongly"	"disagree a little"	"agree a little"	"agree strongly"	"disagree strongly "	"agree strongly"	"disagree strongly "	"agree strongly"	"agree strongly"	"agree strongly"	"disagree strongly "	"agree strongly"	"agree a little"	"agree strongly"	"disagree strongly "	"agree strongly"	"agree strongly"	"agree a little"	"disagree a little"	"agree strongly"	"agree a little"	"agree strongly"	"disagree a little"	"agree strongly"	"disagree strongly "	"agree strongly"	"disagree strongly "	"agree a little"	"abortion should only be legal in special circumstances."	"strongly oppose"	"companies should be required to provide health insurance"	"somewhat favor"	"liberal"	"very much interested"	"i voted for barack obama"	1951	"female"	"white"	"some college"	"$30,000 - $39,999"	"pennsylvania"
"neither agree nor disagree"	"disagree strongly "	"agree a little"	"neither agree nor disagree"	"agree a little"	"agree strongly"	"agree strongly"	"disagree strongly "	"agree a little"	"agree a little"	"agree a little"	"disagree strongly "	"agree strongly"	"disagree a little"	"agree a little"	"neither agree nor disagree"	"agree strongly"	"agree a little"	"disagree a little"	"neither agree nor disagree"	"disagree a little"	"agree strongly"	"disagree strongly "	"agree strongly"	"agree a little"	"agree a little"	"disagree a little"	"neither agree nor disagree"	"disagree strongly "	"disagree a little"	"disagree strongly "	"agree strongly"	"agree a little"	"agree strongly"	"disagree a little"	"neither agree nor disagree"	"disagree strongly "	"agree a little"	"disagree a little"	"agree a little"	"agree a little"	"agree a little"	"disagree a little"	"disagree strongly "	"abortion should be legal with some restrictions."	"somewhat favor"	"health insurance should be voluntary"	"strongly oppose"	"moderate"	"very much interested"	"i voted for john mccain"	1966	"male"	"white"	"post-grad"	"$120,000 - $149,999"	"north carolina"
"disagree a little"	"agree strongly"	"agree a little"	"disagree strongly "	"agree a little"	"disagree a little"	"agree strongly"	"disagree a little"	"agree a little"	"agree a little"	"agree a little"	"disagree a little"	"agree strongly"	"neither agree nor disagree"	"agree a little"	"neither agree nor disagree"	"agree a little"	"disagree strongly "	"disagree a little"	"agree strongly"	"agree a little"	"agree strongly"	"disagree strongly "	"disagree a little"	"disagree a little"	"agree strongly"	"neither agree nor disagree"	"agree strongly"	"disagree strongly "	"disagree a little"	"disagree a little"	"agree a little"	"agree strongly"	"agree strongly"	"disagree strongly "	"agree a little"	"agree a little"	"agree strongly"	"disagree strongly "	"neither agree nor disagree"	"neither agree nor disagree"	"agree strongly"	"disagree strongly "	"neither agree nor disagree"	"abortion should only be legal in special circumstances."	"strongly oppose"	"health insurance should be voluntary"	"strongly oppose"	"very conservative"	"very much interested"	"i voted for john mccain"	1931	"male"	"white"	"some college"	"$70,000 - $79,999"	"michigan"
"agree strongly"	"agree a little"	"agree strongly"	"disagree strongly "	"disagree a little"	"disagree strongly "	"agree a little"	"disagree a little"	"agree a little"	"agree a little"	"agree a little"	"disagree strongly "	"agree strongly"	"neither agree nor disagree"	"disagree a little"	"agree a little"	"neither agree nor disagree"	"disagree strongly "	"disagree a little"	"disagree a little"	"disagree a little"	"neither agree nor disagree"	"disagree strongly "	"agree a little"	"disagree a little"	"agree a little"	"agree a little"	"agree strongly"	"agree a little"	"agree strongly"	"disagree strongly "	"agree strongly"	"agree strongly"	"agree strongly"	"disagree strongly "	"neither agree nor disagree"	"neither agree nor disagree"	"agree a little"	"disagree strongly "	"neither agree nor disagree"	"neither agree nor disagree"	"agree a little"	"disagree strongly "	"neither agree nor disagree"	"abortion should be legal with some restrictions."	"somewhat oppose"	"health insurance should be voluntary"	"strongly oppose"	"conservative"	"very much interested"	"i voted for john mccain"	1960	"female"	"white"	"some college"	"$150,000 or more"	"massachusetts"
"neither agree nor disagree"	"neither agree nor disagree"	"agree a little"	"disagree a little"	"neither agree nor disagree"	"agree a little"	"agree a little"	"agree a little"	"agree a little"	"agree a little"	"neither agree nor disagree"	"neither agree nor disagree"	"agree a little"	"neither agree nor disagree"	"neither agree nor disagree"	"neither agree nor disagree"	"agree a little"	"agree a little"	"disagree a little"	"agree a little"	"agree a little"	"agree a little"	"agree strongly"	"agree a little"	"neither agree nor disagree"	"neither agree nor disagree"	"neither agree nor disagree"	"agree a little"	"neither agree nor disagree"	"neither agree nor disagree"	"agree a little"	"agree a little"	"neither agree nor disagree"	"agree a little"	"agree a little"	"agree a little"	"agree a little"	"agree a little"	"agree a little"	"neither agree nor disagree"	"agree a little"	"agree a little"	"neither agree nor disagree"	"disagree a little"	"abortion should only be legal in special circumstances."	"strongly oppose"	"health insurance should be voluntary"	"somewhat oppose"	"conservative"	"very much interested"	"i voted for john mccain"	1988	"male"	"hispanic"	"some college"	"$100,000 - $119,999"	"florida"
"agree strongly"	"neither agree nor disagree"	"agree strongly"	"agree strongly"	"agree strongly"	"disagree a little"	"agree a little"	"agree a little"	"disagree a little"	"agree strongly"	"agree a little"	"neither agree nor disagree"	"agree strongly"	"agree strongly"	"agree strongly"	"agree strongly"	"neither agree nor disagree"	"disagree a little"	"agree strongly"	"agree strongly"	"disagree a little"	"disagree a little"	"agree strongly"	"disagree strongly "	"agree strongly"	"agree strongly"	"neither agree nor disagree"	"agree strongly"	"agree a little"	"agree a little"	"disagree a little"	"agree a little"	"agree a little"	"disagree a little"	"agree strongly"	"agree a little"	"disagree a little"	"agree strongly"	"agree strongly"	"agree a little"	"disagree a little"	"agree strongly"	"disagree a little"	"neither agree nor disagree"	"abortion should be legal with some restrictions."	"strongly oppose"	"gov should provide everyone with health care"	"strongly favor"	"liberal"	"somewhat interested"	"i voted for barack obama"	1958	"female"	"white"	"some college"	"$10,000 - $14,999"	"missouri"
"disagree a little"	"disagree strongly "	"neither agree nor disagree"	"disagree a little"	"neither agree nor disagree"	"agree a little"	"agree strongly"	"neither agree nor disagree"	"disagree a little"	"agree strongly"	"neither agree nor disagree"	"disagree strongly "	"neither agree nor disagree"	"neither agree nor disagree"	"neither agree nor disagree"	"neither agree nor disagree"	"agree strongly"	"agree a little"	"neither agree nor disagree"	"neither agree nor disagree"	"agree a little"	"neither agree nor disagree"	"neither agree nor disagree"	"neither agree nor disagree"	"disagree a little"	"disagree a little"	"neither agree nor disagree"	"neither agree nor disagree"	"agree a little"	"neither agree nor disagree"	"agree strongly"	"agree strongly"	"neither agree nor disagree"	"disagree a little"	"agree a little"	"disagree a little"	"disagree a little"	"neither agree nor disagree"	"agree a little"	"neither agree nor disagree"	"disagree strongly "	"agree a little"	"neither agree nor disagree"	"disagree strongly "	"abortion should only be legal in special circumstances."	"strongly oppose"	"health insurance should be voluntary"	"strongly oppose"	"very conservative"	"very much interested"	"i voted for john mccain"	1988	"male"	"white"	"some college"	"$30,000 - $39,999"	"new york"
"agree strongly"	"agree strongly"	"agree strongly"	"disagree a little"	"neither agree nor disagree"	"disagree strongly "	"disagree a little"	"disagree strongly "	"neither agree nor disagree"	"agree a little"	"agree a little"	"disagree a little"	"agree strongly"	"agree a little"	"neither agree nor disagree"	"agree a little"	"disagree a little"	"disagree strongly "	"agree a little"	"agree a little"	"disagree strongly "	"agree a little"	"disagree strongly "	"neither agree nor disagree"	"agree a little"	"agree a little"	"agree strongly"	"agree a little"	"agree a little"	"neither agree nor disagree"	"agree a little"	"neither agree nor disagree"	"agree a little"	"neither agree nor disagree"	"disagree strongly "	"agree a little"	"agree a little"	"agree strongly"	"agree a little"	"agree a little"	"agree a little"	"neither agree nor disagree"	"agree a little"	"disagree a little"	"abortion should only be legal in special circumstances."	"strongly favor"	"health insurance should be voluntary"	"somewhat oppose"	"conservative"	"very much interested"	"i voted for john mccain"	1966	"male"	"white"	"college graduate"	"$80,000 - $99,999"	"washington"
"agree strongly"	"disagree a little"	"agree strongly"	"disagree strongly "	"disagree strongly "	"disagree a little"	"disagree strongly "	"disagree a little"	"agree strongly"	"agree strongly"	"agree a little"	"agree a little"	"agree strongly"	"agree a little"	"agree strongly"	"agree strongly"	"agree strongly"	"agree strongly"	"agree strongly"	"agree strongly"	"disagree a little"	"agree strongly"	"agree a little"	"agree a little"	"agree strongly"	"agree strongly"	"agree a little"	"agree strongly"	"agree a little"	"agree strongly"	"agree a little"	"agree strongly"	"agree strongly"	"agree a little"	"agree a little"	"agree strongly"	"disagree a little"	"agree strongly"	"disagree a little"	"agree strongly"	"disagree strongly "	"agree strongly"	"agree a little"	"agree a little"	"abortion should only be legal in special circumstances."	"strongly favor"	"health insurance should be voluntary"	"strongly oppose"	"conservative"	"very much interested"	"i voted for john mccain"	1952	"male"	"white"	"some college"	"$120,000 - $149,999"	"california"
"neither agree nor disagree"	"disagree a little"	"agree a little"	"neither agree nor disagree"	"neither agree nor disagree"	"disagree a little"	"agree a little"	"disagree a little"	"agree a little"	"agree a little"	"neither agree nor disagree"	"disagree a little"	"agree a little"	"neither agree nor disagree"	"agree a little"	"neither agree nor disagree"	"agree strongly"	"disagree a little"	"neither agree nor disagree"	"agree a little"	"neither agree nor disagree"	"agree a little"	"neither agree nor disagree"	"agree a little"	"agree a little"	"neither agree nor disagree"	"disagree a little"	"neither agree nor disagree"	"neither agree nor disagree"	"neither agree nor disagree"	"neither agree nor disagree"	"agree strongly"	"agree a little"	"agree a little"	"neither agree nor disagree"	"neither agree nor disagree"	"disagree a little"	"agree a little"	"disagree a little"	"agree a little"	"neither agree nor disagree"	"agree a little"	"neither agree nor disagree"	"disagree a little"	"abortion should be legal with some restrictions."	"strongly favor"	"health insurance should be voluntary"	"somewhat favor"	"very liberal"	"somewhat interested"	"i voted for barack obama"	1968	"female"	"white"	"high school graduate"	"$50,000 - $59,999"	"pennsylvania"
"agree strongly"	"agree a little"	"agree strongly"	"disagree strongly "	"agree a little"	"disagree a little"	"agree strongly"	"disagree a little"	"agree a little"	"agree strongly"	"agree a little"	"disagree a little"	"agree strongly"	"disagree a little"	"agree a little"	"agree a little"	"agree a little"	"disagree a little"	"disagree a little"	"agree a little"	"disagree strongly "	"agree strongly"	"disagree strongly "	"agree a little"	"agree a little"	"agree a little"	"neither agree nor disagree"	"agree a little"	"agree a little"	"neither agree nor disagree"	"agree a little"	"agree a little"	"agree strongly"	"agree a little"	"agree a little"	"agree strongly"	"agree a little"	"agree a little"	"disagree a little"	"agree a little"	"agree a little"	"agree a little"	"disagree a little"	"agree a little"	"abortion should only be legal in special circumstances."	"strongly oppose"	"gov should provide everyone with health care"	"somewhat favor"	"moderate"	"somewhat interested"	"i voted for barack obama"	1950	"female"	"black"	"some college"	"$25,000 - $29,999"	"south carolina"
"agree strongly"	"agree strongly"	"disagree strongly "	"agree strongly"	"agree a little"	"disagree a little"	"agree strongly"	"agree strongly"	"disagree strongly "	"agree strongly"	"neither agree nor disagree"	"disagree strongly "	"disagree strongly "	"agree strongly"	"agree strongly"	"agree strongly"	"agree strongly"	"disagree strongly "	"agree strongly"	"agree strongly"	"disagree strongly "	"agree strongly"	"disagree strongly "	"disagree strongly "	"disagree strongly "	"disagree strongly "	"disagree strongly "	"agree a little"	"agree strongly"	"agree strongly"	"agree strongly"	"agree strongly"	"agree strongly"	"agree strongly"	"agree strongly"	"agree a little"	"neither agree nor disagree"	"agree strongly"	"agree strongly"	"agree strongly"	"disagree strongly "	"agree strongly"	"agree strongly"	"agree a little"	"abortion should always be legal."	"strongly favor"	"gov should provide everyone with health care"	"strongly favor"	"very liberal"	"very much interested"	"i voted for barack obama"	1975	"male"	"white"	"some college"	"$10,000 - $14,999"	"new hampshire"
"agree strongly"	"neither agree nor disagree"	"agree strongly"	"agree strongly"	"agree a little"	"neither agree nor disagree"	"agree strongly"	"agree a little"	"disagree a little"	"agree strongly"	"agree a little"	"disagree a little"	"agree strongly"	"agree a little"	"agree a little"	"agree a little"	"agree strongly"	"agree a little"	"agree strongly"	"agree strongly"	"neither agree nor disagree"	"agree a little"	"neither agree nor disagree"	"neither agree nor disagree"	"agree a little"	"neither agree nor disagree"	"neither agree nor disagree"	"neither agree nor disagree"	"agree a little"	"agree strongly"	"disagree a little"	"agree strongly"	"agree a little"	"neither agree nor disagree"	"neither agree nor disagree"	"agree a little"	"disagree a little"	"agree a little"	"agree a little"	"agree a little"	"disagree strongly "	"agree a little"	"agree a little"	"neither agree nor disagree"	"abortion should always be legal."	"strongly favor"	"companies should be required to provide health insurance"	"strongly favor"	"liberal"	"very much interested"	"i voted for john mccain"	1953	"female"	"white"	"some college"	"$20,000 - $24,999"	"arizona"
"agree strongly"	"disagree a little"	"agree strongly"	"agree a little"	"agree strongly"	"agree strongly"	"agree a little"	"disagree a little"	"agree a little"	"agree strongly"	"agree a little"	"disagree strongly "	"agree strongly"	"agree a little"	"agree strongly"	"agree a little"	"agree strongly"	"agree a little"	"disagree a little"	"agree strongly"	"neither agree nor disagree"	"agree a little"	"disagree strongly "	"agree strongly"	"agree strongly"	"agree a little"	"agree a little"	"agree strongly"	"agree a little"	"agree a little"	"disagree strongly "	"agree strongly"	"agree strongly"	"agree strongly"	"disagree a little"	"agree a little"	"disagree a little"	"agree strongly"	"disagree strongly "	"agree a little"	"disagree a little"	"agree a little"	"disagree a little"	"disagree a little"	"abortion should only be legal in special circumstances."	"strongly oppose"	"health insurance should be voluntary"	"strongly oppose"	"very conservative"	"very much interested"	"i voted for john mccain"	1960	"male"	"white"	"college graduate"	"$80,000 - $99,999"	"florida"
"agree strongly"	"disagree a little"	"agree strongly"	"disagree strongly "	"agree a little"	"disagree strongly "	"agree strongly"	"disagree a little"	"disagree a little"	"agree strongly"	"disagree a little"	"disagree strongly "	"agree strongly"	"agree a little"	"agree a little"	"agree a little"	"agree a little"	"disagree strongly "	"agree a little"	"agree strongly"	"disagree a little"	"agree a little"	"disagree strongly "	"disagree a little"	"agree strongly"	"agree a little"	"disagree strongly "	"agree strongly"	"agree a little"	"agree strongly"	"disagree a little"	"agree strongly"	"agree strongly"	"agree a little"	"disagree strongly "	"agree a little"	"disagree strongly "	"agree strongly"	"disagree a little"	"agree strongly"	"disagree strongly "	"agree strongly"	"neither agree nor disagree"	"agree a little"	"abortion should only be legal in special circumstances."	"strongly oppose"	"health insurance should be voluntary"	"strongly oppose"	"very conservative"	"very much interested"	"i voted for john mccain"	1951	"female"	"white"	"college graduate"	"$40,000 - $49,999"	"texas"
"agree a little"	"neither agree nor disagree"	"agree strongly"	"disagree strongly "	"agree a little"	"agree a little"	"agree a little"	"neither agree nor disagree"	"agree a little"	"agree a little"	"agree strongly"	"agree a little"	"agree strongly"	"neither agree nor disagree"	"agree a little"	"agree strongly"	"agree strongly"	"disagree strongly "	"neither agree nor disagree"	"neither agree nor disagree"	"agree a little"	"agree a little"	"disagree strongly "	"agree strongly"	"neither agree nor disagree"	"agree a little"	"neither agree nor disagree"	"agree strongly"	"neither agree nor disagree"	"neither agree nor disagree"	"agree a little"	"agree a little"	"agree strongly"	"agree strongly"	"agree a little"	"agree strongly"	"disagree strongly "	"agree strongly"	"neither agree nor disagree"	"agree a little"	"neither agree nor disagree"	"agree a little"	"disagree strongly "	"neither agree nor disagree"	"abortion should only be legal in special circumstances."	"somewhat oppose"	"health insurance should be voluntary"	"strongly oppose"	"very conservative"	"very much interested"	"i voted for john mccain"	1955	"male"	"white"	"college graduate"	"$150,000 or more"	"new york"
"agree a little"	"agree strongly"	"agree strongly"	"disagree strongly "	"agree a little"	"agree a little"	"agree strongly"	"disagree strongly "	"agree a little"	"agree a little"	"agree strongly"	"disagree a little"	"agree strongly"	"agree a little"	"agree a little"	"agree strongly"	"agree a little"	"disagree strongly "	"agree a little"	"agree a little"	"disagree a little"	"agree strongly"	"disagree strongly "	"agree a little"	"agree a little"	"agree a little"	"disagree a little"	"agree a little"	"neither agree nor disagree"	"agree a little"	"disagree a little"	"agree a little"	"agree strongly"	"agree a little"	"disagree a little"	"agree strongly"	"neither agree nor disagree"	"agree strongly"	"disagree a little"	"agree a little"	"disagree a little"	"agree a little"	"disagree a little"	"agree a little"	"abortion should always be legal."	"strongly oppose"	"gov should provide everyone with health care"	"strongly favor"	"moderate"	"somewhat interested"	"i voted for barack obama"	1963	"female"	"black"	"college graduate"	"$80,000 - $99,999"	"california"
"disagree a little"	"disagree strongly "	"agree strongly"	"disagree strongly "	"agree strongly"	"neither agree nor disagree"	"agree strongly"	"disagree a little"	"agree strongly"	"agree a little"	"neither agree nor disagree"	"disagree strongly "	"agree strongly"	"disagree a little"	"agree strongly"	"agree a little"	"agree a little"	"disagree strongly "	"disagree strongly "	"agree strongly"	"neither agree nor disagree"	"neither agree nor disagree"	"disagree strongly "	"agree strongly"	"agree strongly"	"agree a little"	"disagree strongly "	"agree a little"	"disagree strongly "	"agree strongly"	"neither agree nor disagree"	"agree a little"	"agree a little"	"agree strongly"	"disagree strongly "	"agree a little"	"disagree strongly "	"agree strongly"	"disagree strongly "	"agree a little"	"agree a little"	"agree strongly"	"disagree strongly "	"agree a little"	"abortion should only be legal in special circumstances."	"somewhat oppose"	"companies should be required to provide health insurance"	"somewhat favor"	"moderate"	"somewhat interested"	"i voted for john mccain"	1954	"male"	"white"	"college graduate"	"$50,000 - $59,999"	"florida"
"agree strongly"	"neither agree nor disagree"	"agree strongly"	"disagree strongly "	"agree strongly"	"agree strongly"	"agree strongly"	"disagree a little"	"agree strongly"	"agree strongly"	"agree strongly"	"disagree a little"	"agree strongly"	"agree a little"	"agree strongly"	"agree strongly"	"agree strongly"	"disagree a little"	"agree strongly"	"agree strongly"	"agree strongly"	"agree strongly"	"disagree a little"	"agree strongly"	"agree strongly"	"disagree a little"	"disagree strongly "	"agree strongly"	"agree a little"	"agree strongly"	"agree strongly"	"agree strongly"	"agree strongly"	"agree strongly"	"disagree a little"	"disagree strongly "	"disagree a little"	"agree strongly"	"agree a little"	"agree strongly"	"disagree strongly "	"neither agree nor disagree"	"disagree a little"	"disagree strongly "	"abortion should only be legal in special circumstances."	"strongly favor"	"health insurance should be voluntary"	"strongly oppose"	"very conservative"	"very much interested"	"i voted for one of the other candidates "	1962	"male"	"white"	"high school graduate"	"$10,000 - $14,999"	"pennsylvania"
"agree strongly"	"disagree a little"	"agree strongly"	"disagree strongly "	"neither agree nor disagree"	"disagree a little"	"agree a little"	"disagree a little"	"disagree a little"	"agree a little"	"agree a little"	"disagree a little"	"agree strongly"	"neither agree nor disagree"	"agree a little"	"agree a little"	"agree a little"	"disagree a little"	"agree a little"	"agree a little"	"disagree strongly "	"agree strongly"	"disagree a little"	"agree a little"	"neither agree nor disagree"	"agree a little"	"disagree strongly "	"agree strongly"	"neither agree nor disagree"	"neither agree nor disagree"	"disagree a little"	"agree strongly"	"agree a little"	"neither agree nor disagree"	"agree a little"	"agree strongly"	"neither agree nor disagree"	"agree strongly"	"agree a little"	"agree a little"	"disagree a little"	"agree strongly"	"disagree a little"	"agree a little"	"abortion should always be legal."	"strongly favor"	"gov should provide everyone with health care"	"somewhat favor"	"liberal"	"very much interested"	"i voted for barack obama"	1946	"female"	"white"	"college graduate"	"$70,000 - $79,999"	"arizona"
"agree a little"	"disagree strongly "	"agree strongly"	"disagree strongly "	"agree strongly"	"disagree strongly "	"agree strongly"	"disagree a little"	"agree a little"	"agree strongly"	"agree strongly"	"disagree a little"	"agree strongly"	"disagree a little"	"agree strongly"	"agree strongly"	"agree a little"	"agree a little"	"disagree strongly "	"agree strongly"	"disagree a little"	"agree a little"	"disagree strongly "	"agree a little"	"agree strongly"	"disagree a little"	"disagree a little"	"agree strongly"	"disagree strongly "	"agree a little"	"disagree strongly "	"agree strongly"	"neither agree nor disagree"	"agree a little"	"disagree strongly "	"agree strongly"	"agree a little"	"agree a little"	"disagree strongly "	"agree strongly"	"disagree strongly "	"agree a little"	"agree a little"	"agree a little"	"abortion should be legal with some restrictions."	"strongly favor"	"gov should provide everyone with health care"	"strongly favor"	"very liberal"	"very much interested"	"i voted for barack obama"	1941	"male"	"white"	"post-grad"	"$60,000 - $69,999"	"florida"
"agree strongly"	"agree a little"	"agree strongly"	"disagree a little"	"disagree a little"	"neither agree nor disagree"	"neither agree nor disagree"	"agree a little"	"agree strongly"	"agree a little"	"agree a little"	"disagree a little"	"agree strongly"	"agree a little"	"agree a little"	"agree a little"	"neither agree nor disagree"	"disagree a little"	"agree a little"	"agree a little"	"disagree a little"	"agree strongly"	"disagree strongly "	"agree strongly"	"disagree a little"	"agree strongly"	"agree strongly"	"agree strongly"	"agree a little"	"neither agree nor disagree"	"agree a little"	"agree a little"	"agree strongly"	"agree strongly"	"agree a little"	"agree strongly"	"agree a little"	"agree a little"	"disagree a little"	"agree a little"	"agree strongly"	"disagree a little"	"neither agree nor disagree"	"disagree a little"	"abortion should be legal with some restrictions."	"strongly oppose"	"health insurance should be voluntary"	"strongly oppose"	"conservative"	"very much interested"	"i voted for john mccain"	1946	"male"	"white"	"some college"	"$120,000 - $149,999"	"maryland"
